"Gender","Unemployment Age","Unemployment Year","Month","Unemployment Rate"
"Male","15 - 74 years","2003","04",55.1
"Male","25 - 74 years","2003","04",33.4
"Female","15 - 24 years","2003","04",13.6
"Female","15 - 74 years","2003","04",38
"Female","25 - 74 years","2003","04",24.4
"Both","15 - 24 years","2003","05",35.4
"Both","15 - 74 years","2003","05",93.1
"Both","25 - 74 years","2003","05",57.6
"Male","15 - 24 years","2003","05",21.6
"Male","15 - 74 years","2003","05",55.1
"Male","25 - 74 years","2003","05",33.6
"Female","15 - 24 years","2003","05",13.8
"Female","15 - 74 years","2003","05",37.9
"Female","25 - 74 years","2003","05",24.1
"Both","15 - 24 years","2003","06",36.2
"Both","15 - 74 years","2003","06",95.9
"Both","25 - 74 years","2003","06",59.7
"Male","15 - 24 years","2003","06",21.7
"Male","15 - 74 years","2003","06",56.3
"Male","25 - 74 years","2003","06",34.6
"Female","15 - 24 years","2003","06",14.5
"Female","15 - 74 years","2003","06",39.7
"Female","25 - 74 years","2003","06",25.1
"Both","15 - 24 years","2003","07",37.1
"Both","15 - 74 years","2003","07",99.1
"Both","25 - 74 years","2003","07",61.9
"Male","15 - 24 years","2003","07",22.4
"Male","15 - 74 years","2003","07",58.2
"Male","25 - 74 years","2003","07",35.8
"Female","15 - 24 years","2003","07",14.8
"Female","15 - 74 years","2003","07",40.9
"Female","25 - 74 years","2003","07",26.1
"Both","15 - 24 years","2003","08",36.9
"Both","15 - 74 years","2003","08",99.8
"Both","25 - 74 years","2003","08",62.9
"Male","15 - 24 years","2003","08",22.3
"Male","15 - 74 years","2003","08",58.8
"Male","25 - 74 years","2003","08",36.4
"Female","15 - 24 years","2003","08",14.6
"Female","15 - 74 years","2003","08",41.1
"Female","25 - 74 years","2003","08",26.5
"Both","15 - 24 years","2003","09",37.1
"Both","15 - 74 years","2003","09",98.8
"Both","25 - 74 years","2003","09",61.7
"Male","15 - 24 years","2003","09",22.1
"Male","15 - 74 years","2003","09",57.9
"Male","25 - 74 years","2003","09",35.8
"Female","15 - 24 years","2003","09",14.9
"Female","15 - 74 years","2003","09",40.8
"Female","25 - 74 years","2003","09",25.9
"Both","15 - 24 years","2003","10",35.5
"Both","15 - 74 years","2003","10",94.6
"Both","25 - 74 years","2003","10",59.1
"Male","15 - 24 years","2003","10",21.4
"Male","15 - 74 years","2003","10",55.9
"Male","25 - 74 years","2003","10",34.5
"Female","15 - 24 years","2003","10",14.1
"Female","15 - 74 years","2003","10",38.7
"Female","25 - 74 years","2003","10",24.6
"Both","15 - 24 years","2003","11",35.5
"Both","15 - 74 years","2003","11",93.7
"Both","25 - 74 years","2003","11",58.2
"Male","15 - 24 years","2003","11",21.1
"Male","15 - 74 years","2003","11",55.2
"Male","25 - 74 years","2003","11",34.1
"Female","15 - 24 years","2003","11",14.4
"Female","15 - 74 years","2003","11",38.5
"Female","25 - 74 years","2003","11",24.2
"Both","15 - 24 years","2003","12",36.2
"Both","15 - 74 years","2003","12",96.6
"Both","25 - 74 years","2003","12",60.4
"Male","15 - 24 years","2003","12",21.1
"Male","15 - 74 years","2003","12",56.5
"Male","25 - 74 years","2003","12",35.4
"Female","15 - 24 years","2003","12",15.1
"Female","15 - 74 years","2003","12",40.1
"Female","25 - 74 years","2003","12",25.1
"Both","15 - 24 years","2004","01",37.7
"Both","15 - 74 years","2004","01",102.8
"Both","25 - 74 years","2004","01",65.1
"Male","15 - 24 years","2004","01",21.9
"Male","15 - 74 years","2004","01",59.7
"Male","25 - 74 years","2004","01",37.8
"Female","15 - 24 years","2004","01",15.8
"Female","15 - 74 years","2004","01",43.1
"Female","25 - 74 years","2004","01",27.3
"Both","15 - 24 years","2004","02",38.4
"Both","15 - 74 years","2004","02",104.6
"Both","25 - 74 years","2004","02",66.3
"Male","15 - 24 years","2004","02",21.8
"Male","15 - 74 years","2004","02",60.5
"Male","25 - 74 years","2004","02",38.7
"Female","15 - 24 years","2004","02",16.6
"Female","15 - 74 years","2004","02",44.1
"Female","25 - 74 years","2004","02",27.6
"Both","15 - 24 years","2004","03",37.5
"Both","15 - 74 years","2004","03",103.2
"Both","25 - 74 years","2004","03",65.7
"Male","15 - 24 years","2004","03",21.8
"Male","15 - 74 years","2004","03",60.7
"Male","25 - 74 years","2004","03",38.9
"Female","15 - 24 years","2004","03",15.7
"Female","15 - 74 years","2004","03",42.5
"Female","25 - 74 years","2004","03",26.7
"Both","15 - 24 years","2004","04",34.8
"Both","15 - 74 years","2004","04",96.9
"Both","25 - 74 years","2004","04",62.2
"Male","15 - 24 years","2004","04",20.6
"Male","15 - 74 years","2004","04",58.4
"Male","25 - 74 years","2004","04",37.8
"Female","15 - 24 years","2004","04",14.1
"Female","15 - 74 years","2004","04",38.5
"Female","25 - 74 years","2004","04",24.4
"Both","15 - 24 years","2004","05",34.3
"Both","15 - 74 years","2004","05",94.1
"Both","25 - 74 years","2004","05",59.8
"Male","15 - 24 years","2004","05",20.3
"Male","15 - 74 years","2004","05",57.1
"Male","25 - 74 years","2004","05",36.9
"Female","15 - 24 years","2004","05",14.1
"Female","15 - 74 years","2004","05",36.9
"Female","25 - 74 years","2004","05",22.9
"Both","15 - 24 years","2004","06",35.1
"Both","15 - 74 years","2004","06",91.5
"Both","25 - 74 years","2004","06",56.4
"Male","15 - 24 years","2004","06",20.8
"Male","15 - 74 years","2004","06",56.2
"Male","25 - 74 years","2004","06",35.4
"Female","15 - 24 years","2004","06",14.3
"Female","15 - 74 years","2004","06",35.3
"Female","25 - 74 years","2004","06",21
"Both","15 - 24 years","2004","07",35.6
"Both","15 - 74 years","2004","07",90.4
"Both","25 - 74 years","2004","07",54.8
"Male","15 - 24 years","2004","07",19.9
"Male","15 - 74 years","2004","07",54.2
"Male","25 - 74 years","2004","07",34.3
"Female","15 - 24 years","2004","07",15.6
"Female","15 - 74 years","2004","07",36.1
"Female","25 - 74 years","2004","07",20.5
"Both","15 - 24 years","2004","08",36.2
"Both","15 - 74 years","2004","08",90.8
"Both","25 - 74 years","2004","08",54.6
"Male","15 - 24 years","2004","08",20.3
"Male","15 - 74 years","2004","08",54.1
"Male","25 - 74 years","2004","08",33.8
"Female","15 - 24 years","2004","08",15.9
"Female","15 - 74 years","2004","08",36.7
"Female","25 - 74 years","2004","08",20.8
"Both","15 - 24 years","2004","09",37.7
"Both","15 - 74 years","2004","09",94.3
"Both","25 - 74 years","2004","09",56.7
"Male","15 - 24 years","2004","09",21.1
"Male","15 - 74 years","2004","09",55.5
"Male","25 - 74 years","2004","09",34.4
"Female","15 - 24 years","2004","09",16.6
"Female","15 - 74 years","2004","09",38.8
"Female","25 - 74 years","2004","09",22.2
"Both","15 - 24 years","2004","10",37
"Both","15 - 74 years","2004","10",97.3
"Both","25 - 74 years","2004","10",60.4
"Male","15 - 24 years","2004","10",21.8
"Male","15 - 74 years","2004","10",57.3
"Male","25 - 74 years","2004","10",35.6
"Female","15 - 24 years","2004","10",15.2
"Female","15 - 74 years","2004","10",40
"Female","25 - 74 years","2004","10",24.8
"Both","15 - 24 years","2004","11",36.5
"Both","15 - 74 years","2004","11",97.3
"Both","25 - 74 years","2004","11",60.8
"Male","15 - 24 years","2004","11",21.8
"Male","15 - 74 years","2004","11",57.2
"Male","25 - 74 years","2004","11",35.4
"Female","15 - 24 years","2004","11",14.7
"Female","15 - 74 years","2004","11",40.1
"Female","25 - 74 years","2004","11",25.4
"Both","15 - 24 years","2004","12",36
"Both","15 - 74 years","2004","12",97
"Both","25 - 74 years","2004","12",61
"Male","15 - 24 years","2004","12",21.3
"Male","15 - 74 years","2004","12",56.3
"Male","25 - 74 years","2004","12",35
"Female","15 - 24 years","2004","12",14.7
"Female","15 - 74 years","2004","12",40.6
"Female","25 - 74 years","2004","12",25.9
"Both","15 - 24 years","2005","01",34.2
"Both","15 - 74 years","2005","01",92
"Both","25 - 74 years","2005","01",57.8
"Male","15 - 24 years","2005","01",19.7
"Male","15 - 74 years","2005","01",52.9
"Male","25 - 74 years","2005","01",33.2
"Female","15 - 24 years","2005","01",14.5
"Female","15 - 74 years","2005","01",39.1
"Female","25 - 74 years","2005","01",24.6
"Both","15 - 24 years","2005","02",33.7
"Both","15 - 74 years","2005","02",90.4
"Both","25 - 74 years","2005","02",56.7
"Male","15 - 24 years","2005","02",18.9
"Male","15 - 74 years","2005","02",51.2
"Male","25 - 74 years","2005","02",32.3
"Female","15 - 24 years","2005","02",14.7
"Female","15 - 74 years","2005","02",39.1
"Female","25 - 74 years","2005","02",24.4
"Both","15 - 24 years","2005","03",34.9
"Both","15 - 74 years","2005","03",95.2
"Both","25 - 74 years","2005","03",60.3
"Male","15 - 24 years","2005","03",20.2
"Male","15 - 74 years","2005","03",54.1
"Male","25 - 74 years","2005","03",34
"Female","15 - 24 years","2005","03",14.7
"Female","15 - 74 years","2005","03",41.1
"Female","25 - 74 years","2005","03",26.4
"Both","15 - 24 years","2005","04",36.2
"Both","15 - 74 years","2005","04",100.5
"Both","25 - 74 years","2005","04",64.3
"Male","15 - 24 years","2005","04",21.8
"Male","15 - 74 years","2005","04",58.3
"Male","25 - 74 years","2005","04",36.5
"Female","15 - 24 years","2005","04",14.4
"Female","15 - 74 years","2005","04",42.2
"Female","25 - 74 years","2005","04",27.8
"Both","15 - 24 years","2005","05",37.3
"Both","15 - 74 years","2005","05",104.6
"Both","25 - 74 years","2005","05",67.3
"Male","15 - 24 years","2005","05",22.7
"Male","15 - 74 years","2005","05",60.8
"Male","25 - 74 years","2005","05",38.1
"Female","15 - 24 years","2005","05",14.6
"Female","15 - 74 years","2005","05",43.8
"Female","25 - 74 years","2005","05",29.2
"Both","15 - 24 years","2005","06",37.5
"Both","15 - 74 years","2005","06",104.2
"Both","25 - 74 years","2005","06",66.6
"Male","15 - 24 years","2005","06",22.8
"Male","15 - 74 years","2005","06",60.5
"Male","25 - 74 years","2005","06",37.7
"Female","15 - 24 years","2005","06",14.8
"Female","15 - 74 years","2005","06",43.7
"Female","25 - 74 years","2005","06",28.9
"Both","15 - 24 years","2005","07",37.5
"Both","15 - 74 years","2005","07",102.4
"Both","25 - 74 years","2005","07",64.9
"Male","15 - 24 years","2005","07",22.5
"Male","15 - 74 years","2005","07",59
"Male","25 - 74 years","2005","07",36.5
"Female","15 - 24 years","2005","07",15
"Female","15 - 74 years","2005","07",43.4
"Female","25 - 74 years","2005","07",28.4
"Both","15 - 24 years","2005","08",37.6
"Both","15 - 74 years","2005","08",101.2
"Both","25 - 74 years","2005","08",63.7
"Male","15 - 24 years","2005","08",22.4
"Male","15 - 74 years","2005","08",58
"Male","25 - 74 years","2005","08",35.6
"Female","15 - 24 years","2005","08",15.2
"Female","15 - 74 years","2005","08",43.2
"Female","25 - 74 years","2005","08",28.1
"Both","15 - 24 years","2005","09",37
"Both","15 - 74 years","2005","09",99
"Both","25 - 74 years","2005","09",62
"Male","15 - 24 years","2005","09",21.9
"Male","15 - 74 years","2005","09",56.8
"Male","25 - 74 years","2005","09",34.9
"Female","15 - 24 years","2005","09",15.1
"Female","15 - 74 years","2005","09",42.2
"Female","25 - 74 years","2005","09",27.1
"Both","15 - 24 years","2005","10",36.2
"Both","15 - 74 years","2005","10",98
"Both","25 - 74 years","2005","10",61.7
"Male","15 - 24 years","2005","10",21.7
"Male","15 - 74 years","2005","10",56.2
"Male","25 - 74 years","2005","10",34.5
"Female","15 - 24 years","2005","10",14.5
"Female","15 - 74 years","2005","10",41.8
"Female","25 - 74 years","2005","10",27.2
"Both","15 - 24 years","2005","11",36.2
"Both","15 - 74 years","2005","11",98.7
"Both","25 - 74 years","2005","11",62.5
"Male","15 - 24 years","2005","11",21.5
"Male","15 - 74 years","2005","11",55.9
"Male","25 - 74 years","2005","11",34.4
"Female","15 - 24 years","2005","11",14.7
"Female","15 - 74 years","2005","11",42.8
"Female","25 - 74 years","2005","11",28.1
"Both","15 - 24 years","2005","12",36.7
"Both","15 - 74 years","2005","12",100
"Both","25 - 74 years","2005","12",63.3
"Male","15 - 24 years","2005","12",22
"Male","15 - 74 years","2005","12",56.4
"Male","25 - 74 years","2005","12",34.4
"Female","15 - 24 years","2005","12",14.7
"Female","15 - 74 years","2005","12",43.6
"Female","25 - 74 years","2005","12",28.9
"Both","15 - 24 years","2006","01",38
"Both","15 - 74 years","2006","01",102.9
"Both","25 - 74 years","2006","01",64.9
"Male","15 - 24 years","2006","01",22.7
"Male","15 - 74 years","2006","01",58
"Male","25 - 74 years","2006","01",35.2
"Female","15 - 24 years","2006","01",15.3
"Female","15 - 74 years","2006","01",45
"Female","25 - 74 years","2006","01",29.7
"Both","15 - 24 years","2006","02",38.6
"Both","15 - 74 years","2006","02",103.1
"Both","25 - 74 years","2006","02",64.4
"Male","15 - 24 years","2006","02",22.7
"Male","15 - 74 years","2006","02",57.6
"Male","25 - 74 years","2006","02",34.9
"Female","15 - 24 years","2006","02",15.9
"Female","15 - 74 years","2006","02",45.5
"Female","25 - 74 years","2006","02",29.6
"Both","15 - 24 years","2006","03",38.9
"Both","15 - 74 years","2006","03",103.1
"Both","25 - 74 years","2006","03",64.2
"Male","15 - 24 years","2006","03",22.5
"Male","15 - 74 years","2006","03",57.4
"Male","25 - 74 years","2006","03",34.9
"Female","15 - 24 years","2006","03",16.4
"Female","15 - 74 years","2006","03",45.8
"Female","25 - 74 years","2006","03",29.3
"Both","15 - 24 years","2006","04",38.9
"Both","15 - 74 years","2006","04",103.3
"Both","25 - 74 years","2006","04",64.3
"Male","15 - 24 years","2006","04",21.9
"Male","15 - 74 years","2006","04",57
"Male","25 - 74 years","2006","04",35
"Female","15 - 24 years","2006","04",17
"Female","15 - 74 years","2006","04",46.3
"Female","25 - 74 years","2006","04",29.3
"Both","15 - 24 years","2006","05",38.9
"Both","15 - 74 years","2006","05",104
"Both","25 - 74 years","2006","05",65.1
"Male","15 - 24 years","2006","05",22.1
"Male","15 - 74 years","2006","05",58
"Male","25 - 74 years","2006","05",35.8
"Female","15 - 24 years","2006","05",16.7
"Female","15 - 74 years","2006","05",46
"Female","25 - 74 years","2006","05",29.3
"Both","15 - 24 years","2006","06",39.3
"Both","15 - 74 years","2006","06",106.9
"Both","25 - 74 years","2006","06",67.7
"Male","15 - 24 years","2006","06",22.5
"Male","15 - 74 years","2006","06",59.3
"Male","25 - 74 years","2006","06",36.8
"Female","15 - 24 years","2006","06",16.7
"Female","15 - 74 years","2006","06",47.6
"Female","25 - 74 years","2006","06",30.9
"Both","15 - 24 years","2006","07",39.6
"Both","15 - 74 years","2006","07",110.5
"Both","25 - 74 years","2006","07",70.9
"Male","15 - 24 years","2006","07",23.7
"Male","15 - 74 years","2006","07",62.3
"Male","25 - 74 years","2006","07",38.6
"Female","15 - 24 years","2006","07",15.9
"Female","15 - 74 years","2006","07",48.2
"Female","25 - 74 years","2006","07",32.4
"Both","15 - 24 years","2006","08",39.8
"Both","15 - 74 years","2006","08",113.4
"Both","25 - 74 years","2006","08",73.6
"Male","15 - 24 years","2006","08",24.4
"Male","15 - 74 years","2006","08",64.3
"Male","25 - 74 years","2006","08",39.9
"Female","15 - 24 years","2006","08",15.4
"Female","15 - 74 years","2006","08",49.1
"Female","25 - 74 years","2006","08",33.7
"Both","15 - 24 years","2006","09",38.5
"Both","15 - 74 years","2006","09",110.2
"Both","25 - 74 years","2006","09",71.8
"Male","15 - 24 years","2006","09",23.2
"Male","15 - 74 years","2006","09",63.4
"Male","25 - 74 years","2006","09",40.2
"Female","15 - 24 years","2006","09",15.3
"Female","15 - 74 years","2006","09",46.8
"Female","25 - 74 years","2006","09",31.5
"Both","15 - 24 years","2006","10",36.3
"Both","15 - 74 years","2006","10",105.9
"Both","25 - 74 years","2006","10",69.6
"Male","15 - 24 years","2006","10",21
"Male","15 - 74 years","2006","10",60.9
"Male","25 - 74 years","2006","10",39.9
"Female","15 - 24 years","2006","10",15.3
"Female","15 - 74 years","2006","10",45
"Female","25 - 74 years","2006","10",29.7
"Both","15 - 24 years","2006","11",35.3
"Both","15 - 74 years","2006","11",104.5
"Both","25 - 74 years","2006","11",69.2
"Male","15 - 24 years","2006","11",20
"Male","15 - 74 years","2006","11",59.8
"Male","25 - 74 years","2006","11",39.8
"Female","15 - 24 years","2006","11",15.3
"Female","15 - 74 years","2006","11",44.7
"Female","25 - 74 years","2006","11",29.4
"Both","15 - 24 years","2006","12",36.9
"Both","15 - 74 years","2006","12",107
"Both","25 - 74 years","2006","12",70
"Male","15 - 24 years","2006","12",21.5
"Male","15 - 74 years","2006","12",61.3
"Male","25 - 74 years","2006","12",39.8
"Female","15 - 24 years","2006","12",15.4
"Female","15 - 74 years","2006","12",45.7
"Female","25 - 74 years","2006","12",30.3
"Both","15 - 24 years","2007","01",39.7
"Both","15 - 74 years","2007","01",110.7
"Both","25 - 74 years","2007","01",70.9
"Male","15 - 24 years","2007","01",24.1
"Male","15 - 74 years","2007","01",63.2
"Male","25 - 74 years","2007","01",39.1
"Female","15 - 24 years","2007","01",15.7
"Female","15 - 74 years","2007","01",47.5
"Female","25 - 74 years","2007","01",31.8
"Both","15 - 24 years","2007","02",41
"Both","15 - 74 years","2007","02",113
"Both","25 - 74 years","2007","02",72
"Male","15 - 24 years","2007","02",25.2
"Male","15 - 74 years","2007","02",64.7
"Male","25 - 74 years","2007","02",39.5
"Female","15 - 24 years","2007","02",15.8
"Female","15 - 74 years","2007","02",48.3
"Female","25 - 74 years","2007","02",32.5
"Both","15 - 24 years","2007","03",42.5
"Both","15 - 74 years","2007","03",114.4
"Both","25 - 74 years","2007","03",71.8
"Male","15 - 24 years","2007","03",25.9
"Male","15 - 74 years","2007","03",64.9
"Male","25 - 74 years","2007","03",39
"Female","15 - 24 years","2007","03",16.6
"Female","15 - 74 years","2007","03",49.5
"Female","25 - 74 years","2007","03",32.8
"Both","15 - 24 years","2007","04",43.8
"Both","15 - 74 years","2007","04",115.7
"Both","25 - 74 years","2007","04",71.9
"Male","15 - 24 years","2007","04",25.9
"Male","15 - 74 years","2007","04",64.3
"Male","25 - 74 years","2007","04",38.3
"Female","15 - 24 years","2007","04",17.8
"Female","15 - 74 years","2007","04",51.4
"Female","25 - 74 years","2007","04",33.6
"Both","15 - 24 years","2007","05",43.1
"Both","15 - 74 years","2007","05",115.2
"Both","25 - 74 years","2007","05",72.1
"Male","15 - 24 years","2007","05",25.5
"Male","15 - 74 years","2007","05",63.6
"Male","25 - 74 years","2007","05",38.1
"Female","15 - 24 years","2007","05",17.6
"Female","15 - 74 years","2007","05",51.6
"Female","25 - 74 years","2007","05",34
"Both","15 - 24 years","2007","06",42.9
"Both","15 - 74 years","2007","06",115.7
"Both","25 - 74 years","2007","06",72.8
"Male","15 - 24 years","2007","06",25.4
"Male","15 - 74 years","2007","06",63.7
"Male","25 - 74 years","2007","06",38.3
"Female","15 - 24 years","2007","06",17.5
"Female","15 - 74 years","2007","06",52
"Female","25 - 74 years","2007","06",34.5
"Both","15 - 24 years","2007","07",41.2
"Both","15 - 74 years","2007","07",113.6
"Both","25 - 74 years","2007","07",72.4
"Male","15 - 24 years","2007","07",25.2
"Male","15 - 74 years","2007","07",64
"Male","25 - 74 years","2007","07",38.9
"Female","15 - 24 years","2007","07",16
"Female","15 - 74 years","2007","07",49.6
"Female","25 - 74 years","2007","07",33.5
"Both","15 - 24 years","2007","08",40.8
"Both","15 - 74 years","2007","08",113.8
"Both","25 - 74 years","2007","08",73
"Male","15 - 24 years","2007","08",25.3
"Male","15 - 74 years","2007","08",65.5
"Male","25 - 74 years","2007","08",40.2
"Female","15 - 24 years","2007","08",15.5
"Female","15 - 74 years","2007","08",48.3
"Female","25 - 74 years","2007","08",32.8
"Both","15 - 24 years","2007","09",40.8
"Both","15 - 74 years","2007","09",116
"Both","25 - 74 years","2007","09",75.2
"Male","15 - 24 years","2007","09",25.3
"Male","15 - 74 years","2007","09",68.3
"Male","25 - 74 years","2007","09",43
"Female","15 - 24 years","2007","09",15.5
"Female","15 - 74 years","2007","09",47.7
"Female","25 - 74 years","2007","09",32.2
"Both","15 - 24 years","2007","10",42
"Both","15 - 74 years","2007","10",120.1
"Both","25 - 74 years","2007","10",78.1
"Male","15 - 24 years","2007","10",25.4
"Male","15 - 74 years","2007","10",71.3
"Male","25 - 74 years","2007","10",45.9
"Female","15 - 24 years","2007","10",16.6
"Female","15 - 74 years","2007","10",48.8
"Female","25 - 74 years","2007","10",32.2
"Both","15 - 24 years","2007","11",43.5
"Both","15 - 74 years","2007","11",124.3
"Both","25 - 74 years","2007","11",80.9
"Male","15 - 24 years","2007","11",26.3
"Male","15 - 74 years","2007","11",74.7
"Male","25 - 74 years","2007","11",48.4
"Female","15 - 24 years","2007","11",17.2
"Female","15 - 74 years","2007","11",49.6
"Female","25 - 74 years","2007","11",32.5
"Both","15 - 24 years","2007","12",44.5
"Both","15 - 74 years","2007","12",124.6
"Both","25 - 74 years","2007","12",80.1
"Male","15 - 24 years","2007","12",27.4
"Male","15 - 74 years","2007","12",75.2
"Male","25 - 74 years","2007","12",47.8
"Female","15 - 24 years","2007","12",17.1
"Female","15 - 74 years","2007","12",49.4
"Female","25 - 74 years","2007","12",32.3
"Both","15 - 24 years","2008","01",45.7
"Both","15 - 74 years","2008","01",124.5
"Both","25 - 74 years","2008","01",78.8
"Male","15 - 24 years","2008","01",28.9
"Male","15 - 74 years","2008","01",76.8
"Male","25 - 74 years","2008","01",47.9
"Female","15 - 24 years","2008","01",16.8
"Female","15 - 74 years","2008","01",47.7
"Female","25 - 74 years","2008","01",30.9
"Both","15 - 24 years","2008","02",46.7
"Both","15 - 74 years","2008","02",124.6
"Both","25 - 74 years","2008","02",77.9
"Male","15 - 24 years","2008","02",30.4
"Male","15 - 74 years","2008","02",78.4
"Male","25 - 74 years","2008","02",48
"Female","15 - 24 years","2008","02",16.3
"Female","15 - 74 years","2008","02",46.2
"Female","25 - 74 years","2008","02",29.9
"Both","15 - 24 years","2008","03",47.4
"Both","15 - 74 years","2008","03",129.2
"Both","25 - 74 years","2008","03",81.8
"Male","15 - 24 years","2008","03",31.4
"Male","15 - 74 years","2008","03",80.9
"Male","25 - 74 years","2008","03",49.5
"Female","15 - 24 years","2008","03",16
"Female","15 - 74 years","2008","03",48.3
"Female","25 - 74 years","2008","03",32.3
"Both","15 - 24 years","2008","04",48.3
"Both","15 - 74 years","2008","04",131.1
"Both","25 - 74 years","2008","04",82.8
"Male","15 - 24 years","2008","04",32.3
"Male","15 - 74 years","2008","04",82.9
"Male","25 - 74 years","2008","04",50.6
"Female","15 - 24 years","2008","04",16
"Female","15 - 74 years","2008","04",48.2
"Female","25 - 74 years","2008","04",32.3
"Both","15 - 24 years","2008","05",50.4
"Both","15 - 74 years","2008","05",137.7
"Both","25 - 74 years","2008","05",87.4
"Male","15 - 24 years","2008","05",33.5
"Male","15 - 74 years","2008","05",86.6
"Male","25 - 74 years","2008","05",53.1
"Female","15 - 24 years","2008","05",16.9
"Female","15 - 74 years","2008","05",51.1
"Female","25 - 74 years","2008","05",34.2
"Both","15 - 24 years","2008","06",54.7
"Both","15 - 74 years","2008","06",148.1
"Both","25 - 74 years","2008","06",93.5
"Male","15 - 24 years","2008","06",35.6
"Male","15 - 74 years","2008","06",92.9
"Male","25 - 74 years","2008","06",57.2
"Female","15 - 24 years","2008","06",19
"Female","15 - 74 years","2008","06",55.2
"Female","25 - 74 years","2008","06",36.2
"Both","15 - 24 years","2008","07",61.7
"Both","15 - 74 years","2008","07",163.1
"Both","25 - 74 years","2008","07",101.4
"Male","15 - 24 years","2008","07",38.5
"Male","15 - 74 years","2008","07",101.1
"Male","25 - 74 years","2008","07",62.6
"Female","15 - 24 years","2008","07",23.2
"Female","15 - 74 years","2008","07",62
