"Gender","Unemployment Age","Unemployment Year","Month","Unemployment Rate"
"Female","15 - 24 years","2013","10",29.7
"Female","15 - 74 years","2013","10",121.8
"Female","25 - 74 years","2013","10",92.1
"Both","15 - 24 years","2013","11",69.6
"Both","15 - 74 years","2013","11",288.6
"Both","25 - 74 years","2013","11",219
"Male","15 - 24 years","2013","11",39.8
"Male","15 - 74 years","2013","11",165.3
"Male","25 - 74 years","2013","11",125.5
"Female","15 - 24 years","2013","11",29.9
"Female","15 - 74 years","2013","11",123.4
"Female","25 - 74 years","2013","11",93.5
"Both","15 - 24 years","2013","12",70.1
"Both","15 - 74 years","2013","12",288.3
"Both","25 - 74 years","2013","12",218.2
"Male","15 - 24 years","2013","12",40.1
"Male","15 - 74 years","2013","12",165
"Male","25 - 74 years","2013","12",124.9
"Female","15 - 24 years","2013","12",30
"Female","15 - 74 years","2013","12",123.3
"Female","25 - 74 years","2013","12",93.3
"Both","15 - 24 years","2014","01",71.3
"Both","15 - 74 years","2014","01",290.3
"Both","25 - 74 years","2014","01",219
"Male","15 - 24 years","2014","01",42
"Male","15 - 74 years","2014","01",167.7
"Male","25 - 74 years","2014","01",125.7
"Female","15 - 24 years","2014","01",29.4
"Female","15 - 74 years","2014","01",122.6
"Female","25 - 74 years","2014","01",93.2
"Both","15 - 24 years","2014","02",72.2
"Both","15 - 74 years","2014","02",290.2
"Both","25 - 74 years","2014","02",218
"Male","15 - 24 years","2014","02",43
"Male","15 - 74 years","2014","02",169.4
"Male","25 - 74 years","2014","02",126.3
"Female","15 - 24 years","2014","02",29.1
"Female","15 - 74 years","2014","02",120.8
"Female","25 - 74 years","2014","02",91.6
"Both","15 - 24 years","2014","03",70.7
"Both","15 - 74 years","2014","03",284.6
"Both","25 - 74 years","2014","03",213.9
"Male","15 - 24 years","2014","03",41.9
"Male","15 - 74 years","2014","03",167.4
"Male","25 - 74 years","2014","03",125.6
"Female","15 - 24 years","2014","03",28.9
"Female","15 - 74 years","2014","03",117.2
"Female","25 - 74 years","2014","03",88.3
"Both","15 - 24 years","2014","04",68.2
"Both","15 - 74 years","2014","04",277.8
"Both","25 - 74 years","2014","04",209.7
"Male","15 - 24 years","2014","04",39.6
"Male","15 - 74 years","2014","04",164
"Male","25 - 74 years","2014","04",124.4
"Female","15 - 24 years","2014","04",28.6
"Female","15 - 74 years","2014","04",113.8
"Female","25 - 74 years","2014","04",85.2
"Both","15 - 24 years","2014","05",66
"Both","15 - 74 years","2014","05",272.5
"Both","25 - 74 years","2014","05",206.5
"Male","15 - 24 years","2014","05",38.6
"Male","15 - 74 years","2014","05",161.6
"Male","25 - 74 years","2014","05",123
"Female","15 - 24 years","2014","05",27.4
"Female","15 - 74 years","2014","05",110.9
"Female","25 - 74 years","2014","05",83.5
"Both","15 - 24 years","2014","06",63.9
"Both","15 - 74 years","2014","06",267.4
"Both","25 - 74 years","2014","06",203.4
"Male","15 - 24 years","2014","06",37.6
"Male","15 - 74 years","2014","06",157.4
"Male","25 - 74 years","2014","06",119.8
"Female","15 - 24 years","2014","06",26.4
"Female","15 - 74 years","2014","06",110
"Female","25 - 74 years","2014","06",83.6
"Both","15 - 24 years","2014","07",62.5
"Both","15 - 74 years","2014","07",266.6
"Both","25 - 74 years","2014","07",204.1
"Male","15 - 24 years","2014","07",37.3
"Male","15 - 74 years","2014","07",154.6
"Male","25 - 74 years","2014","07",117.3
"Female","15 - 24 years","2014","07",25.2
"Female","15 - 74 years","2014","07",112
"Female","25 - 74 years","2014","07",86.8
"Both","15 - 24 years","2014","08",60.7
"Both","15 - 74 years","2014","08",263.4
"Both","25 - 74 years","2014","08",202.6
"Male","15 - 24 years","2014","08",37
"Male","15 - 74 years","2014","08",151.6
"Male","25 - 74 years","2014","08",114.6
"Female","15 - 24 years","2014","08",23.7
"Female","15 - 74 years","2014","08",111.8
"Female","25 - 74 years","2014","08",88.1
"Both","15 - 24 years","2014","09",59
"Both","15 - 74 years","2014","09",258.6
"Both","25 - 74 years","2014","09",199.6
"Male","15 - 24 years","2014","09",36.5
"Male","15 - 74 years","2014","09",148.6
"Male","25 - 74 years","2014","09",112.1
"Female","15 - 24 years","2014","09",22.5
"Female","15 - 74 years","2014","09",110
"Female","25 - 74 years","2014","09",87.5
"Both","15 - 24 years","2014","10",57.2
"Both","15 - 74 years","2014","10",250.9
"Both","25 - 74 years","2014","10",193.8
"Male","15 - 24 years","2014","10",36.2
"Male","15 - 74 years","2014","10",146
"Male","25 - 74 years","2014","10",109.9
"Female","15 - 24 years","2014","10",21
"Female","15 - 74 years","2014","10",104.9
"Female","25 - 74 years","2014","10",83.9
"Both","15 - 24 years","2014","11",57.1
"Both","15 - 74 years","2014","11",245.2
"Both","25 - 74 years","2014","11",188.1
"Male","15 - 24 years","2014","11",36.6
"Male","15 - 74 years","2014","11",144.5
"Male","25 - 74 years","2014","11",107.9
"Female","15 - 24 years","2014","11",20.5
"Female","15 - 74 years","2014","11",100.7
"Female","25 - 74 years","2014","11",80.2
"Both","15 - 24 years","2014","12",58.8
"Both","15 - 74 years","2014","12",242.5
"Both","25 - 74 years","2014","12",183.8
"Male","15 - 24 years","2014","12",37.6
"Male","15 - 74 years","2014","12",143.8
"Male","25 - 74 years","2014","12",106.2
"Female","15 - 24 years","2014","12",21.2
"Female","15 - 74 years","2014","12",98.7
"Female","25 - 74 years","2014","12",77.5
"Both","15 - 24 years","2015","01",62.4
"Both","15 - 74 years","2015","01",243.1
"Both","25 - 74 years","2015","01",180.7
"Male","15 - 24 years","2015","01",39.6
"Male","15 - 74 years","2015","01",144.6
"Male","25 - 74 years","2015","01",105
"Female","15 - 24 years","2015","01",22.8
"Female","15 - 74 years","2015","01",98.5
"Female","25 - 74 years","2015","01",75.7
"Both","15 - 24 years","2015","02",63
"Both","15 - 74 years","2015","02",241.8
"Both","25 - 74 years","2015","02",178.8
"Male","15 - 24 years","2015","02",39.8
"Male","15 - 74 years","2015","02",143.5
"Male","25 - 74 years","2015","02",103.7
"Female","15 - 24 years","2015","02",23.2
"Female","15 - 74 years","2015","02",98.2
"Female","25 - 74 years","2015","02",75.1
"Both","15 - 24 years","2015","03",60.1
"Both","15 - 74 years","2015","03",237.9
"Both","25 - 74 years","2015","03",177.8
"Male","15 - 24 years","2015","03",37.7
"Male","15 - 74 years","2015","03",140.3
"Male","25 - 74 years","2015","03",102.7
"Female","15 - 24 years","2015","03",22.4
"Female","15 - 74 years","2015","03",97.6
"Female","25 - 74 years","2015","03",75.1
"Both","15 - 24 years","2015","04",55.6
"Both","15 - 74 years","2015","04",233.3
"Both","25 - 74 years","2015","04",177.7
"Male","15 - 24 years","2015","04",34.6
"Male","15 - 74 years","2015","04",135.9
"Male","25 - 74 years","2015","04",101.3
"Female","15 - 24 years","2015","04",21
"Female","15 - 74 years","2015","04",97.4
"Female","25 - 74 years","2015","04",76.4
"Both","15 - 24 years","2015","05",53.2
"Both","15 - 74 years","2015","05",230.5
"Both","25 - 74 years","2015","05",177.3
"Male","15 - 24 years","2015","05",32.9
"Male","15 - 74 years","2015","05",132.9
"Male","25 - 74 years","2015","05",100
"Female","15 - 24 years","2015","05",20.2
"Female","15 - 74 years","2015","05",97.6
"Female","25 - 74 years","2015","05",77.4
"Both","15 - 24 years","2015","06",51.7
"Both","15 - 74 years","2015","06",225.1
"Both","25 - 74 years","2015","06",173.3
"Male","15 - 24 years","2015","06",32.3
"Male","15 - 74 years","2015","06",130.3
"Male","25 - 74 years","2015","06",98
"Female","15 - 24 years","2015","06",19.4
"Female","15 - 74 years","2015","06",94.8
"Female","25 - 74 years","2015","06",75.4
"Both","15 - 24 years","2015","07",51.8
"Both","15 - 74 years","2015","07",219.5
"Both","25 - 74 years","2015","07",167.7
"Male","15 - 24 years","2015","07",32.5
"Male","15 - 74 years","2015","07",128.7
"Male","25 - 74 years","2015","07",96.2
"Female","15 - 24 years","2015","07",19.4
"Female","15 - 74 years","2015","07",90.9
"Female","25 - 74 years","2015","07",71.5
"Both","15 - 24 years","2015","08",52.1
"Both","15 - 74 years","2015","08",217.2
"Both","25 - 74 years","2015","08",165.1
"Male","15 - 24 years","2015","08",32.8
"Male","15 - 74 years","2015","08",128.6
"Male","25 - 74 years","2015","08",95.8
"Female","15 - 24 years","2015","08",19.3
"Female","15 - 74 years","2015","08",88.6
"Female","25 - 74 years","2015","08",69.3
"Both","15 - 24 years","2015","09",53.4
"Both","15 - 74 years","2015","09",218
"Both","25 - 74 years","2015","09",164.5
"Male","15 - 24 years","2015","09",33.4
"Male","15 - 74 years","2015","09",130.5
"Male","25 - 74 years","2015","09",97
"Female","15 - 24 years","2015","09",20
"Female","15 - 74 years","2015","09",87.5
"Female","25 - 74 years","2015","09",67.5
"Both","15 - 24 years","2015","10",53.6
"Both","15 - 74 years","2015","10",218.5
"Both","25 - 74 years","2015","10",164.9
"Male","15 - 24 years","2015","10",33.2
"Male","15 - 74 years","2015","10",131.8
"Male","25 - 74 years","2015","10",98.6
"Female","15 - 24 years","2015","10",20.4
"Female","15 - 74 years","2015","10",86.7
"Female","25 - 74 years","2015","10",66.3
"Both","15 - 24 years","2015","11",53.3
"Both","15 - 74 years","2015","11",217.2
"Both","25 - 74 years","2015","11",163.9
"Male","15 - 24 years","2015","11",33.3
"Male","15 - 74 years","2015","11",132.5
"Male","25 - 74 years","2015","11",99.2
"Female","15 - 24 years","2015","11",20
"Female","15 - 74 years","2015","11",84.7
"Female","25 - 74 years","2015","11",64.7
"Both","15 - 24 years","2015","12",51.8
"Both","15 - 74 years","2015","12",213.7
"Both","25 - 74 years","2015","12",161.9
"Male","15 - 24 years","2015","12",33.3
"Male","15 - 74 years","2015","12",131.6
"Male","25 - 74 years","2015","12",98.3
"Female","15 - 24 years","2015","12",18.5
"Female","15 - 74 years","2015","12",82.2
"Female","25 - 74 years","2015","12",63.7
"Both","15 - 24 years","2016","01",48.8
"Both","15 - 74 years","2016","01",205.6
"Both","25 - 74 years","2016","01",156.8
"Male","15 - 24 years","2016","01",32.7
"Male","15 - 74 years","2016","01",126.7
"Male","25 - 74 years","2016","01",94
"Female","15 - 24 years","2016","01",16.1
"Female","15 - 74 years","2016","01",78.9
"Female","25 - 74 years","2016","01",62.8
"Both","15 - 24 years","2016","02",47.9
"Both","15 - 74 years","2016","02",203
"Both","25 - 74 years","2016","02",155.1
"Male","15 - 24 years","2016","02",32.3
"Male","15 - 74 years","2016","02",124.3
"Male","25 - 74 years","2016","02",92.1
"Female","15 - 24 years","2016","02",15.6
"Female","15 - 74 years","2016","02",78.6
"Female","25 - 74 years","2016","02",63
"Both","15 - 24 years","2016","03",48.6
"Both","15 - 74 years","2016","03",203.6
"Both","25 - 74 years","2016","03",155
"Male","15 - 24 years","2016","03",31.4
"Male","15 - 74 years","2016","03",122.2
"Male","25 - 74 years","2016","03",90.8
"Female","15 - 24 years","2016","03",17.2
"Female","15 - 74 years","2016","03",81.4
"Female","25 - 74 years","2016","03",64.2
"Both","15 - 24 years","2016","04",50.3
"Both","15 - 74 years","2016","04",205.8
"Both","25 - 74 years","2016","04",155.5
"Male","15 - 24 years","2016","04",30.7
"Male","15 - 74 years","2016","04",120.5
"Male","25 - 74 years","2016","04",89.8
"Female","15 - 24 years","2016","04",19.6
"Female","15 - 74 years","2016","04",85.3
"Female","25 - 74 years","2016","04",65.7
"Both","15 - 24 years","2016","05",51.2
"Both","15 - 74 years","2016","05",206.8
"Both","25 - 74 years","2016","05",155.5
"Male","15 - 24 years","2016","05",30.6
"Male","15 - 74 years","2016","05",119.6
"Male","25 - 74 years","2016","05",89
"Female","15 - 24 years","2016","05",20.6
"Female","15 - 74 years","2016","05",87.1
"Female","25 - 74 years","2016","05",66.5
"Both","15 - 24 years","2016","06",51.1
"Both","15 - 74 years","2016","06",204.6
"Both","25 - 74 years","2016","06",153.4
"Male","15 - 24 years","2016","06",30.9
"Male","15 - 74 years","2016","06",118.3
"Male","25 - 74 years","2016","06",87.4
"Female","15 - 24 years","2016","06",20.3
"Female","15 - 74 years","2016","06",86.2
"Female","25 - 74 years","2016","06",66
"Both","15 - 24 years","2016","07",49.5
"Both","15 - 74 years","2016","07",197.5
"Both","25 - 74 years","2016","07",148
"Male","15 - 24 years","2016","07",31.2
"Male","15 - 74 years","2016","07",117
"Male","25 - 74 years","2016","07",85.8
"Female","15 - 24 years","2016","07",18.3
"Female","15 - 74 years","2016","07",80.5
"Female","25 - 74 years","2016","07",62.2
"Both","15 - 24 years","2016","08",48.8
"Both","15 - 74 years","2016","08",193.8
"Both","25 - 74 years","2016","08",145
"Male","15 - 24 years","2016","08",31.2
"Male","15 - 74 years","2016","08",114.2
"Male","25 - 74 years","2016","08",83
"Female","15 - 24 years","2016","08",17.7
"Female","15 - 74 years","2016","08",79.6
"Female","25 - 74 years","2016","08",61.9
"Both","15 - 24 years","2016","09",47.9
"Both","15 - 74 years","2016","09",185.3
"Both","25 - 74 years","2016","09",137.4
"Male","15 - 24 years","2016","09",30.1
"Male","15 - 74 years","2016","09",108.7
"Male","25 - 74 years","2016","09",78.6
"Female","15 - 24 years","2016","09",17.7
"Female","15 - 74 years","2016","09",76.6
"Female","25 - 74 years","2016","09",58.9
"Both","15 - 24 years","2016","10",48.6
"Both","15 - 74 years","2016","10",179.9
"Both","25 - 74 years","2016","10",131.3
"Male","15 - 24 years","2016","10",29.3
"Male","15 - 74 years","2016","10",103.6
"Male","25 - 74 years","2016","10",74.3
"Female","15 - 24 years","2016","10",19.2
"Female","15 - 74 years","2016","10",76.3
"Female","25 - 74 years","2016","10",57.1
"Both","15 - 24 years","2016","11",47.5
"Both","15 - 74 years","2016","11",175.9
"Both","25 - 74 years","2016","11",128.4
"Male","15 - 24 years","2016","11",27.8
"Male","15 - 74 years","2016","11",99.2
"Male","25 - 74 years","2016","11",71.5
"Female","15 - 24 years","2016","11",19.7
"Female","15 - 74 years","2016","11",76.7
"Female","25 - 74 years","2016","11",56.9
"Both","15 - 24 years","2016","12",45.2
"Both","15 - 74 years","2016","12",173.1
"Both","25 - 74 years","2016","12",127.9
"Male","15 - 24 years","2016","12",25.8
"Male","15 - 74 years","2016","12",96.2
"Male","25 - 74 years","2016","12",70.4
"Female","15 - 24 years","2016","12",19.5
"Female","15 - 74 years","2016","12",76.9
"Female","25 - 74 years","2016","12",57.5
"Both","15 - 24 years","2017","01",41.4
"Both","15 - 74 years","2017","01",171.7
"Both","25 - 74 years","2017","01",130.3
"Male","15 - 24 years","2017","01",23
"Male","15 - 74 years","2017","01",94.1
"Male","25 - 74 years","2017","01",71
"Female","15 - 24 years","2017","01",18.3
"Female","15 - 74 years","2017","01",77.6
"Female","25 - 74 years","2017","01",59.3
"Both","15 - 24 years","2017","02",39
"Both","15 - 74 years","2017","02",169.2
"Both","25 - 74 years","2017","02",130.2
"Male","15 - 24 years","2017","02",21.8
"Male","15 - 74 years","2017","02",93.1
"Male","25 - 74 years","2017","02",71.2
"Female","15 - 24 years","2017","02",17.2
"Female","15 - 74 years","2017","02",76.1
"Female","25 - 74 years","2017","02",58.9
"Both","15 - 24 years","2017","03",40
"Both","15 - 74 years","2017","03",163.9
"Both","25 - 74 years","2017","03",124
"Male","15 - 24 years","2017","03",23.3
"Male","15 - 74 years","2017","03",92.8
"Male","25 - 74 years","2017","03",69.5
"Female","15 - 24 years","2017","03",16.7
"Female","15 - 74 years","2017","03",71.2
"Female","25 - 74 years","2017","03",54.5
"Both","15 - 24 years","2017","04",41.5
"Both","15 - 74 years","2017","04",158.1
"Both","25 - 74 years","2017","04",116.5
"Male","15 - 24 years","2017","04",25
"Male","15 - 74 years","2017","04",92.1
"Male","25 - 74 years","2017","04",67.1
"Female","15 - 24 years","2017","04",16.5
"Female","15 - 74 years","2017","04",66
"Female","25 - 74 years","2017","04",49.5
"Both","15 - 24 years","2017","05",42.3
"Both","15 - 74 years","2017","05",154.6
"Both","25 - 74 years","2017","05",112.3
"Male","15 - 24 years","2017","05",25.8
"Male","15 - 74 years","2017","05",91.4
"Male","25 - 74 years","2017","05",65.5
"Female","15 - 24 years","2017","05",16.4
"Female","15 - 74 years","2017","05",63.2
"Female","25 - 74 years","2017","05",46.8
"Both","15 - 24 years","2017","06",41.9
"Both","15 - 74 years","2017","06",153.7
"Both","25 - 74 years","2017","06",111.9
"Male","15 - 24 years","2017","06",25.1
"Male","15 - 74 years","2017","06",90.4
"Male","25 - 74 years","2017","06",65.3
"Female","15 - 24 years","2017","06",16.8
"Female","15 - 74 years","2017","06",63.3
"Female","25 - 74 years","2017","06",46.5
"Both","15 - 24 years","2017","07",39.9
"Both","15 - 74 years","2017","07",155.9
"Both","25 - 74 years","2017","07",116
"Male","15 - 24 years","2017","07",22.9
"Male","15 - 74 years","2017","07",89.5
"Male","25 - 74 years","2017","07",66.7
"Female","15 - 24 years","2017","07",17.1
"Female","15 - 74 years","2017","07",66.3
"Female","25 - 74 years","2017","07",49.3
"Both","15 - 24 years","2017","08",38.5
"Both","15 - 74 years","2017","08",155.1
"Both","25 - 74 years","2017","08",116.6
"Male","15 - 24 years","2017","08",21.8
"Male","15 - 74 years","2017","08",88.2
"Male","25 - 74 years","2017","08",66.4
"Female","15 - 24 years","2017","08",16.7
"Female","15 - 74 years","2017","08",66.9
"Female","25 - 74 years","2017","08",50.1
"Both","15 - 24 years","2017","09",38.1
"Both","15 - 74 years","2017","09",156.6
"Both","25 - 74 years","2017","09",118.4
"Male","15 - 24 years","2017","09",21.6
"Male","15 - 74 years","2017","09",88.8
"Male","25 - 74 years","2017","09",67.2
"Female","15 - 24 years","2017","09",16.6
"Female","15 - 74 years","2017","09",67.8
"Female","25 - 74 years","2017","09",51.2
"Both","15 - 24 years","2017","10",37.6
"Both","15 - 74 years","2017","10",155.3
"Both","25 - 74 years","2017","10",117.8
"Male","15 - 24 years","2017","10",22
"Male","15 - 74 years","2017","10",89.5
"Male","25 - 74 years","2017","10",67.5
"Female","15 - 24 years","2017","10",15.6
"Female","15 - 74 years","2017","10",65.9
"Female","25 - 74 years","2017","10",50.3
"Both","15 - 24 years","2017","11",36.6
"Both","15 - 74 years","2017","11",151.7
"Both","25 - 74 years","2017","11",115.1
"Male","15 - 24 years","2017","11",21.7
"Male","15 - 74 years","2017","11",87.4
"Male","25 - 74 years","2017","11",65.7
"Female","15 - 24 years","2017","11",14.9
"Female","15 - 74 years","2017","11",64.3
"Female","25 - 74 years","2017","11",49.4
"Both","15 - 24 years","2017","12",36.9
"Both","15 - 74 years","2017","12",146.7
"Both","25 - 74 years","2017","12",109.8
"Male","15 - 24 years","2017","12",21.4
"Male","15 - 74 years","2017","12",83.6
"Male","25 - 74 years","2017","12",62.2
"Female","15 - 24 years","2017","12",15.5
"Female","15 - 74 years","2017","12",63.1
"Female","25 - 74 years","2017","12",47.6
"Both","15 - 24 years","2018","01",37
"Both","15 - 74 years","2018","01",139.6
"Both","25 - 74 years","2018","01",102.6
"Male","15 - 24 years","2018","01",20.9
"Male","15 - 74 years","2018","01",77.7
"Male","25 - 74 years","2018","01",56.8
"Female","15 - 24 years","2018","01",16.1
"Female","15 - 74 years","2018","01",61.9
"Female","25 - 74 years","2018","01",45.7
"Both","15 - 24 years","2018","02",36.9
"Both","15 - 74 years","2018","02",136.1
"Both","25 - 74 years","2018","02",99.2
"Male","15 - 24 years","2018","02",20.4
"Male","15 - 74 years","2018","02",74.8
"Male","25 - 74 years","2018","02",54.4
"Female","15 - 24 years","2018","02",16.4
"Female","15 - 74 years","2018","02",61.3
"Female","25 - 74 years","2018","02",44.8
"Both","15 - 24 years","2018","03",38.3
"Both","15 - 74 years","2018","03",137.2
"Both","25 - 74 years","2018","03",98.9
"Male","15 - 24 years","2018","03",21.3
"Male","15 - 74 years","2018","03",75.5
"Male","25 - 74 years","2018","03",54.2
"Female","15 - 24 years","2018","03",17
"Female","15 - 74 years","2018","03",61.7
"Female","25 - 74 years","2018","03",44.7
"Both","15 - 24 years","2018","04",39
"Both","15 - 74 years","2018","04",139.3
"Both","25 - 74 years","2018","04",100.3
"Male","15 - 24 years","2018","04",22
"Male","15 - 74 years","2018","04",77.1
"Male","25 - 74 years","2018","04",55.2
"Female","15 - 24 years","2018","04",17
"Female","15 - 74 years","2018","04",62.2
"Female","25 - 74 years","2018","04",45.1
"Both","15 - 24 years","2018","05",40.1
"Both","15 - 74 years","2018","05",140.5
"Both","25 - 74 years","2018","05",100.5
"Male","15 - 24 years","2018","05",22.7
"Male","15 - 74 years","2018","05",77.7
"Male","25 - 74 years","2018","05",55.1
"Female","15 - 24 years","2018","05",17.4
"Female","15 - 74 years","2018","05",62.8
"Female","25 - 74 years","2018","05",45.4
"Both","15 - 24 years","2018","06",40.1
"Both","15 - 74 years","2018","06",139.3
"Both","25 - 74 years","2018","06",99.1
"Male","15 - 24 years","2018","06",22.7
"Male","15 - 74 years","2018","06",76.6
"Male","25 - 74 years","2018","06",53.9
"Female","15 - 24 years","2018","06",17.5
"Female","15 - 74 years","2018","06",62.7
"Female","25 - 74 years","2018","06",45.2
"Both","15 - 24 years","2018","07",40.3
"Both","15 - 74 years","2018","07",137.6
"Both","25 - 74 years","2018","07",97.3
"Male","15 - 24 years","2018","07",22.6
"Male","15 - 74 years","2018","07",75
"Male","25 - 74 years","2018","07",52.4
"Female","15 - 24 years","2018","07",17.7
"Female","15 - 74 years","2018","07",62.6
"Female","25 - 74 years","2018","07",44.9
"Both","15 - 24 years","2018","08",40
"Both","15 - 74 years","2018","08",134.8
"Both","25 - 74 years","2018","08",94.9
"Male","15 - 24 years","2018","08",22.6
"Male","15 - 74 years","2018","08",72.9
"Male","25 - 74 years","2018","08",50.3
"Female","15 - 24 years","2018","08",17.4
"Female","15 - 74 years","2018","08",61.9
"Female","25 - 74 years","2018","08",44.5
"Both","15 - 24 years","2018","09",39.1
"Both","15 - 74 years","2018","09",135.1
"Both","25 - 74 years","2018","09",96
"Male","15 - 24 years","2018","09",22.3
"Male","15 - 74 years","2018","09",72.8
"Male","25 - 74 years","2018","09",50.5
"Female","15 - 24 years","2018","09",16.8
"Female","15 - 74 years","2018","09",62.3
"Female","25 - 74 years","2018","09",45.5
"Both","15 - 24 years","2018","10",37.9
"Both","15 - 74 years","2018","10",135.4
"Both","25 - 74 years","2018","10",97.6
"Male","15 - 24 years","2018","10",21.8
"Male","15 - 74 years","2018","10",72.5
"Male","25 - 74 years","2018","10",50.7
"Female","15 - 24 years","2018","10",16
"Female","15 - 74 years","2018","10",62.9
"Female","25 - 74 years","2018","10",46.9
"Both","15 - 24 years","2018","11",37.4
"Both","15 - 74 years","2018","11",135.5
"Both","25 - 74 years","2018","11",98.1
"Male","15 - 24 years","2018","11",21.9
"Male","15 - 74 years","2018","11",72.4
"Male","25 - 74 years","2018","11",50.5
"Female","15 - 24 years","2018","11",15.4
"Female","15 - 74 years","2018","11",63.1
"Female","25 - 74 years","2018","11",47.7
"Both","15 - 24 years","2018","12",39
"Both","15 - 74 years","2018","12",136.9
"Both","25 - 74 years","2018","12",97.8
"Male","15 - 24 years","2018","12",23.2
"Male","15 - 74 years","2018","12",73.2
"Male","25 - 74 years","2018","12",50
"Female","15 - 24 years","2018","12",15.9
"Female","15 - 74 years","2018","12",63.7
"Female","25 - 74 years","2018","12",47.8
"Both","15 - 24 years","2019","01",40.6
"Both","15 - 74 years","2019","01",137.2
"Both","25 - 74 years","2019","01",96.6
"Male","15 - 24 years","2019","01",24.3
"Male","15 - 74 years","2019","01",73.4
"Male","25 - 74 years","2019","01",49.1
"Female","15 - 24 years","2019","01",16.3
"Female","15 - 74 years","2019","01",63.7
"Female","25 - 74 years","2019","01",47.4
